time,SoH1,SoH2
14:13:25.78,58,93.875
14:13:26.99,58,93.875
14:13:28.19,58,93.875
14:13:29.37,58,93.875
14:13:30.47,58,93.875
14:13:31.58,58,93.875
14:13:32.68,58,93.875
14:13:33.79,58,93.875
